file,function,search,min,mean,max
kroa,random_cycle,Evolutionary,357.4228138923645,357.618746304512,357.8313708305359
kroa,random_cycle,Evolutionary_local_search,357.5036630630493,358.29040172100065,359.3977391719818
krob,random_cycle,Evolutionary,359.0416536331177,359.247171497345,359.4946639537811
krob,random_cycle,Evolutionary_local_search,359.109965801239,360.19403834342955,361.45768189430237
